V1,V2
"Stein, Gertrude","Fellowes, Daisy"
"Stein, Gertrude","Fénéon, Félix"
"Stein, Gertrude","Ferdoquier, Germaine de"
"Stein, Gertrude","Ferren, John"
"Stein, Gertrude","Fifield, Arthur C."
"Stein, Gertrude",Fifth Avenue Bank of New York
"Stein, Gertrude","Fish, Marjorie"
"Stein, Gertrude","Fitts, Dudley"
"Stein, Gertrude","Fitzgerald, F. Scott (Francis Scott)"
"Stein, Gertrude","Fitzgerald, Zelda"
"Stein, Gertrude","Flanner, Janet"
"Stein, Gertrude","Flato, Charles"
"Stein, Gertrude","Flechtheim, Alfred"
"Stein, Gertrude","Fletcher, Constance"
"Stein, Gertrude","Floury, H."
"Stein, Gertrude","Foley, Martha"
"Stein, Gertrude",Fontaine
"Stein, Gertrude","Fonteyn, Margot"
"Stein, Gertrude","Foote, Mary"
"Stein, Gertrude","Ford, Charles Henri"
"Stein, Gertrude","Ford, Ford Madox"
"Stein, Gertrude","Ford, Esther Ford, Julia"
"Stein, Gertrude","Fort, Paul"
"Stein, Gertrude",The Four Seas Company
"Stein, Gertrude","Fourquier, Raymond"
"Stein, Gertrude","Foyle, Christina"
"Stein, Gertrude",Franceschini
"Stein, Gertrude","Francis, Esther"
"Stein, Gertrude","Frank, Ellen"
"Stein, Gertrude","Frank, Waldo"
"Stein, Gertrude","Frere, Rosamond"
"Stein, Gertrude","Fridberg, Maurice"
"Stein, Gertrude","Friedman, Leo Victor"
"Stein, Gertrude","Friend, Krebs"
"Stein, Gertrude","Fritz, Bernardine Szold"
"Stein, Gertrude","Fry, Charles"
"Stein, Gertrude","Fry, Roger"
"Stein, Gertrude","Furman, Lee"
"Stein, Gertrude","Galantière, Lewis; Galantière, Dorothy"
"Stein, Gertrude",Galerie Pierre
"Stein, Gertrude","Gallatin, A. E."
"Stein, Gertrude","Gandolac, Mr."
"Stein, Gertrude","Gannett, Lewis"
"Stein, Gertrude","Gans, Howard; Gans, Bird (Sternberger); Gans, Marion S."
"Stein, Gertrude","Garden, Mary"
"Stein, Gertrude","Gassette, Grace; Gassette, Amelia"
"Stein, Gertrude","Gaudet, E.; Gaudet, M."
"Stein, Gertrude","Genevrey, Frédéric; Genevrey, M. Therése"
"Stein, Gertrude","Genin, Paul"
"Stein, Gertrude","George, Waldemar"
"Stein, Gertrude","Germain, André"
"Stein, Gertrude","Gerould, Katharine Fullerton"
"Stein, Gertrude","Gerstle, Hilda Hecht"
"Stein, Gertrude","Gervasi, Frank"
"Stein, Gertrude","[Geuge?], Jack E."
"Stein, Gertrude","Gibb, Harriet"
"Stein, Gertrude","Gibb, Henry Phelan"
"Stein, Gertrude",(includes clippings)
"Stein, Gertrude","Gibb, Marjory"
"Stein, Gertrude","Gibb, Sadie"
"Stein, Gertrude","Gillet, Louis"
"Stein, Gertrude","Gillette, William"
"Stein, Gertrude","Giraud, André; Giraud, Marthe"
"Stein, Gertrude","Gittes, Archie"
"Stein, Gertrude",Giulio Einaudi Editore
"Stein, Gertrude",Also includes: preface (holograph) to Italian translation of Three Lives (Tre Esistenze) in hand of Pavese
"Stein, Gertrude","Glasgow, Ellen"
"Stein, Gertrude","Glass, Douglas"
"Stein, Gertrude","Glick, Annie"
"Stein, Gertrude",[several fragments of letters]
"Stein, Gertrude","Godet, Raymond"
"Stein, Gertrude","Godet, Silvia; Godet, Robert; Godet, Mark; Godet, Moki"
"Stein, Gertrude","Gogarty, Oliver St. John"
"Stein, Gertrude","Gonzales, Georges"
"Stein, Gertrude","Goodspeed, Bobsy"
"Stein, Gertrude","Gorer, Geoffrey"
"Stein, Gertrude",Goulston and Storrs Wings
"Stein, Gertrude","Gourion, Suzanne"
"Stein, Gertrude",Grafton Press
"Stein, Gertrude","Graham, Joan"
"Stein, Gertrude","Grant, Duncan"
"Stein, Gertrude","Grant, John"
"Stein, Gertrude","Grant-Watson, E. L."
"Stein, Gertrude","Grautoff, Otto"
"Stein, Gertrude","Graves, Robert"
"Stein, Gertrude","Gray, Eileen"
"Stein, Gertrude","Green, Andrew"
"Stein, Gertrude","Green, Julien"
"Stein, Gertrude","Gregory, Alyse"
"Stein, Gertrude","Greif, Amy Federlicht"
"Stein, Gertrude","Griffin, Edith"
"Stein, Gertrude","Griggs, Arthur K."
"Stein, Gertrude","Griggs, Emily"
"Stein, Gertrude","Gris, George"
"Stein, Gertrude","Gris, Josette"
"Stein, Gertrude","Gris, Juan"
"Stein, Gertrude","Gros, Robert R."
"Stein, Gertrude","Grosser, Maurice"
"Stein, Gertrude","Grubb, G. H."
"Stein, Gertrude","Guevara, Alvaro"
"Stein, Gertrude","Guevara, Meraud"
"Stein, Gertrude","Guhlenschub, L."
"Stein, Gertrude","Guggenheimer, Julia; Guggenheimer, Carrie; Guggenheimer, Hetty"
"Stein, Gertrude","Guitry, Sacha"
"Stein, Gertrude","Gunet, Edwige; Gunet, Ph."
"Stein, Gertrude","Haas, Robert Bartlett"
"Stein, Gertrude","Habasque, Alain"
"Stein, Gertrude","Habasque, Guy"
"Stein, Gertrude","[Haesehr?], A."
"Stein, Gertrude","Hale, Maryse Rutledge"
"Stein, Gertrude","Halicka, Alice"
"Stein, Gertrude","Hall, Radclyffe"
"Stein, Gertrude","Hamilton, John"
"Stein, Gertrude","Hamilton, Nancy"
"Stein, Gertrude","Hannibal, George E."
"Stein, Gertrude","Hansen, Agnes; Hansen, Lilyana"
"Stein, Gertrude","Hapgood, Hutchins; Hapgood, Neith Boyce; Hapgood, Norman"
"Stein, Gertrude","Harcourt, Alfred"
"Stein, Gertrude","Harcourt, Brace, and Co."
"Stein, Gertrude","Harcourt, Ellen"
"Stein, Gertrude","Harden, Elmer; Harden, Emily; Harden, Ida"
"Stein, Gertrude","Hardy, Jane"
"Stein, Gertrude","Hardy, [Thomas]"
"Stein, Gertrude","Hardy, Walter Badenoch; Hardy, Katharine E."
"Stein, Gertrude","Harmsworth, Desmond"
"Stein, Gertrude","Harper, Allanah"
"Stein, Gertrude",Harper and Brothers
"Stein, Gertrude",Harper's Bazaar
"Stein, Gertrude","Harris, Sibyl"
"Stein, Gertrude","Harrison, Fanneal"
"Stein, Gertrude","Harrison, Gilbert"
"Stein, Gertrude","[Harrison, Lou?]"
"Stein, Gertrude","Hartley, Marsden"
"Stein, Gertrude","Hasselriis, Mark"
"Stein, Gertrude","Harvey, Dorothy Dudley"
"Stein, Gertrude","Hauke, César de"
"Stein, Gertrude","Haweis, Stephen"
"Stein, Gertrude","Haygood, Vardi; Haygood, William"
"Stein, Gertrude","Haynes-Heissig, Mabel"
"Stein, Gertrude","Heap, Jane"
"Stein, Gertrude","Heap, Tom Heap, Fritz"
"Stein, Gertrude","Heathcote, Dudley"
"Stein, Gertrude","Hecht, Alice F."
"Stein, Gertrude","Heck, A."
"Stein, Gertrude",Heinemann [firm]
"Stein, Gertrude","Hierath, Alexander; Hierath, Mary"
"Stein, Gertrude","Helburn, Theresa"
"Stein, Gertrude","Helpmann, Robert"
"Stein, Gertrude","Hemingway, Ernest"
"Stein, Gertrude","Hemingway, Hadley"
"Stein, Gertrude","Hemingway, Pauline"
"Stein, Gertrude","Herbert Jenkins, Ltd."
"Stein, Gertrude","Herring, Robert"
"Stein, Gertrude","Heyligers, Jan"
"Stein, Gertrude","Heyward, DuBose"
"Stein, Gertrude","Hibbit, George W."
"Stein, Gertrude","Higham, David"
"Stein, Gertrude","Hill, Willard"
"Stein, Gertrude","Hitchcock, Henry Russell"
"Stein, Gertrude","Hockaday, Ela"
"Stein, Gertrude","Hofmann, Gérard"
"Stein, Gertrude","Holly, Flora M."
"Stein, Gertrude","Holt, Nora"
"Stein, Gertrude","Hone, Joseph; Hone, Vera"
"Stein, Gertrude","Hopwood, Avery"
"Stein, Gertrude","Horwood, Henry A."
"Stein, Gertrude",Hotel Algonquin
"Stein, Gertrude",Hotel du Luxembourg
"Stein, Gertrude","Houghton, Mary"
"Stein, Gertrude","The Hound and Horn, Inc."
"Stein, Gertrude",The Hours Press
"Stein, Gertrude","Hristodoulovitch, Juliette"
"Stein, Gertrude","Hubbell, Lindley Williams"
"Stein, Gertrude","Huebsch, B. W."
"Stein, Gertrude","Hueffer, Muriel (Harris)"
"Stein, Gertrude","Hugnet, Georges"
"Stein, Gertrude","Hugnet, Marthe"
"Stein, Gertrude","Hugnet, Georges (father of Georges)"
"Stein, Gertrude","Hull, Elizabeth Shaffer"
"Stein, Gertrude","Humbert, Marcelle"
"Stein, Gertrude","Hunt, Cecil"
"Stein, Gertrude","Hunt, Sidney"
"Stein, Gertrude","Hunt, Violet (Hueffer)"
"Stein, Gertrude","Hurd, Clement"
"Stein, Gertrude","Hutchins, Robert M."
"Stein, Gertrude","Ignatius, Herbert"
"Stein, Gertrude","Imbs, Bravig"
"Stein, Gertrude","Imes, Nella Larsen"
"Stein, Gertrude","Imprimerie ""Union"""
"Stein, Gertrude","Incorporated Society of Authors, Playwrights, and Composers"
"Stein, Gertrude","Ingersoll, R. Sturgis"
"Stein, Gertrude",Internationale Literarische Agentur
"Stein, Gertrude","Jaccaci, August F."
"Stein, Gertrude","Jackson, Holbrook"
"Stein, Gertrude","Jackson, Laura (Riding)"
"Stein, Gertrude","Jacob, Max"
"Stein, Gertrude","Jacobs, Polly; Jacobs, Frank"
"Stein, Gertrude","Jacott, Frank"
"Stein, Gertrude","Jacott, Nellie"
"Stein, Gertrude","Jaffa, Adele"
"Stein, Gertrude","James, Edward"
"Stein, Gertrude","James, William"
"Stein, Gertrude","Jewett, William Dunbar"
"Stein, Gertrude","John, George"
"Stein, Gertrude",John Lane Publishers
"Stein, Gertrude","Johns, Richard"
"Stein, Gertrude","Johnson, Alvin"
"Stein, Gertrude","Johnson, Lamont; Johnson, Toni; Johnson, Margot"
"Stein, Gertrude","Johnston, Jean M. Browne; Johnston, Dorothy; Johnston, William Dawson"
"Stein, Gertrude","Jolas, Eugene"
"Stein, Gertrude","Jolas, Maria"
"Stein, Gertrude","Jonathan Cape, Ltd."
"Stein, Gertrude","Jones, Llewellyn"
"Stein, Gertrude","Jones, Richard"
"Stein, Gertrude","[Jones, Richard?]"
"Stein, Gertrude","Jouhandeau, Marcél"
"Stein, Gertrude","[Juasitch?], O."
"Stein, Gertrude",ABT: draft of response
"Stein, Gertrude","Kahn, Ivan"
"Stein, Gertrude","Kahn, Ivan"
"Stein, Gertrude","Kahnweiler, Daniel-Henry"
"Stein, Gertrude","Kahnweiler, Lucie"
"Stein, Gertrude","[Karn?], Alphonse"
"Stein, Gertrude","Kasparek-Grodecki, John"
"Stein, Gertrude","Kaufman, Lilian"
"Stein, Gertrude","Kaufman, Stella; Kaufman, Adolf"
"Stein, Gertrude","Kegan Paul, Trench, Trubner and Co., Ltd."
"Stein, Gertrude","Kellogg, Spencer"
"Stein, Gertrude","Kelly, Albert"
"Stein, Gertrude","Kelsey, Laura F. B."
"Stein, Gertrude","Kemper, Gertrude Raffel"
"Stein, Gertrude","Kennedy, John F. (Jack)"
"Stein, Gertrude","Kennon, Robert F."
"Stein, Gertrude","Keogh, Andrew"
"Stein, Gertrude","Kessinger, Boyd F."
"Stein, Gertrude","Keyser, Beatrice; Keyser, Ernest"
"Stein, Gertrude","Keyser, Ephraim"
"Stein, Gertrude","Keyser, Rachel"
"Stein, Gertrude","Keyser, Solomon; Keyser, Helen"
"Stein, Gertrude","King, Georgiana Goddard"
"Stein, Gertrude","King, Stanley; King, Margaret Pinckney"
"Stein, Gertrude","Kirstein, Lincoln"
"Stein, Gertrude","Klein, John M."
"Stein, Gertrude","Klopfer, Donald S."
"Stein, Gertrude","Knoblauch, Edward"
"Stein, Gertrude","Knoblauch, May (Mary) Bookstaver"
"Stein, Gertrude","Knollenberg, Bernhard"
"Stein, Gertrude","Knopf, Alfred; Knopf, Blanche; Knopf, Alfred, Jr."
"Stein, Gertrude","Kohn, Estelle Rumbold; Kohn, Robert"
"Stein, Gertrude","Korzybska, Mira Edgerly; Korzybski, Alfred"
"Stein, Gertrude","Kreymborg, Alfred"
"Stein, Gertrude","Krakauer, Alice"
"Stein, Gertrude","Krishna, Roop"
"Stein, Gertrude","Kuhn, Walt"
"Stein, Gertrude","Kuntz, Charles, Mrs."
"Stein, Gertrude","Lachenal, François"
"Stein, Gertrude","Lachman, Arthur"
"Stein, Gertrude","La Farge, Bancel"
"Stein, Gertrude","Lager, Paulette M. A."
"Stein, Gertrude","La Motte, Ellen"
"Stein, Gertrude","Lane, John; Lane, Annie"
"Stein, Gertrude","Langlois, L. Jean-Paul"
"Stein, Gertrude","Larbaud, Valery"
"Stein, Gertrude","Larsson, R. Ellsworth"
"Stein, Gertrude",Larus
"Stein, Gertrude","Lascaux, Elie"
"Stein, Gertrude","[Lasteyrie], Louis de"
"Stein, Gertrude","Lathrop, Isabel"
"Stein, Gertrude","Laughlin, James"
"Stein, Gertrude","Laughlin, Mr. [James?]"
"Stein, Gertrude","Laurencin, Marie"
"Stein, Gertrude","Lavocat, Hélène"
"Stein, Gertrude","Lebender, Lena"
"Stein, Gertrude","Lee, Arthur"
"Stein, Gertrude","Lee, John C. H."
"Stein, Gertrude","Lee, Ulysses G., Jr."
"Stein, Gertrude","Leglaye, Abel"
"Stein, Gertrude","Leigh, W. Colston"
"Stein, Gertrude","Leiris, Michel; Leiris, Madame"
"Stein, Gertrude","Leyris, Pierre; Leyris, Elizabeth"
"Stein, Gertrude","Levy, Harriet"
"Stein, Gertrude","Levy, Julius; Levy, Etta"
"Stein, Gertrude","Lewis, Lloyd"
"Stein, Gertrude",Librarie Stock
"Stein, Gertrude",Lifar
"Stein, Gertrude",Life
"Stein, Gertrude",Life and Letters To-Day
"Stein, Gertrude","Lin, Adet; Lin, Tsuifeng"
"Stein, Gertrude","Lindo-Webb, James; Lindo-Webb, Lettie"
"Stein, Gertrude","Link, Joseph, Jr."
"Stein, Gertrude","Lipchitz, Jacques"
"Stein, Gertrude","Lippmann, Walter"
"Stein, Gertrude","Littlefield, Lester"
"Stein, Gertrude","Livengood, Ed"
"Stein, Gertrude","Lloyd, M. Constance"
"Stein, Gertrude","Locher, Beatrice; Locher, Robert"
"Stein, Gertrude","Loeb, Harold"
"Stein, Gertrude","Loeser, Charles"
"Stein, Gertrude",The London Mercury
"Stein, Gertrude","Long, John F."
"Stein, Gertrude","Lord, James"
"Stein, Gertrude","Lounsbery, Grace Constant"
"Stein, Gertrude","Love, Allen"
"Stein, Gertrude","Lovejay, Charles R."
"Stein, Gertrude","Lovett, Robert"
"Stein, Gertrude","Lowenfels, Walter"
"Stein, Gertrude","Loy, Mina"
"Stein, Gertrude","Luce, Clare Booth"
"Stein, Gertrude","Lucha, Margaret"
"Stein, Gertrude","Luhan, Mabel Dodge"
"Stein, Gertrude","Lutz, Mark"
"Stein, Gertrude","Lye, Len"
"Stein, Gertrude","Lynes, George Platt"
"Stein, Gertrude","Lyon, George"
"Stein, Gertrude","Lyon, John H. H."
"Stein, Gertrude","Lyons, Leonard"
"Stein, Gertrude","McAlmon, Robert"
"Stein, Gertrude","McBride, Henry"
"Stein, Gertrude","McCan, Isqua"
"Stein, Gertrude","McCausland, Elizabeth"
"Stein, Gertrude","McClintic, Guthrie"
"Stein, Gertrude",McClure's Magazine
"Stein, Gertrude","McCole, Camille"
"Stein, Gertrude","McCormick, Harold"
"Stein, Gertrude","McCullough, John G."
"Stein, Gertrude",Macauley Company
"Stein, Gertrude","MacIver, David; MacIver, Pat"
"Stein, Gertrude","Mackall, Leonard"
"Stein, Gertrude","MacLeish, Roderick"
"Stein, Gertrude","MacMillan, Julian M."
"Stein, Gertrude","MacPherson, Kenneth"
"Stein, Gertrude",Le Maire de Niedermorschwiller
"Stein, Gertrude","Majolier, Susan; Majolier, Grace"
"Stein, Gertrude","Malaville, Fernande"
"Stein, Gertrude","Mangan, John Sherry"
"Stein, Gertrude","Manguin, Henri"
"Stein, Gertrude","Maratier, George"
"Stein, Gertrude","Maratier, Florence Tanner"
"Stein, Gertrude","Marchand, André Jean"
"Stein, Gertrude","Marchand, Lina"
"Stein, Gertrude","Marconnier, Byrne"
"Stein, Gertrude","Marcoussis, Louis"
"Stein, Gertrude","Marie Harriman Gallery, Inc."
"Stein, Gertrude","Marin, Mme."
"Stein, Gertrude","Marinoff, Fania"
"Stein, Gertrude","Maritain, Jacques"
"Stein, Gertrude","Marie Barnabé, Soeur"
"Stein, Gertrude","Mars, Ethel"
"Stein, Gertrude","Marthiny, Marthe"
"Stein, Gertrude","Mason, Alice"
"Stein, Gertrude","Masson, André"
"Stein, Gertrude","Masson, Jean"
"Stein, Gertrude","Masson, Thomas"
"Stein, Gertrude","Massot, Pierre de; Massot, Robbie de"
"Stein, Gertrude","Mathews, Elkin"
"Stein, Gertrude","Matisse, Henri"
"Stein, Gertrude","Matitch, Obrad"
"Stein, Gertrude","Matta Echaurren, Roberto Sebastían"
"Stein, Gertrude","Maurer, Alfred H. (""Alfy"")"
"Stein, Gertrude","Mennerat, Dr."
"Stein, Gertrude","Mensink, Willy, Mrs."
"Stein, Gertrude","Merrill, Elizabeth"
"Stein, Gertrude","Méthol, Christine Magolier"
"Stein, Gertrude","[Meultien?], Comte de"
"Stein, Gertrude","Meulen, Pierre van der"
"Stein, Gertrude","Meyer, José"
"Stein, Gertrude","Michaud, Régis"
"Stein, Gertrude","Michel, François"
"Stein, Gertrude","Middleton, George"
"Stein, Gertrude","Mielziner, Ella Friend"
"Stein, Gertrude","Mielziner, Jo"
"Stein, Gertrude","Miller, Henry"
"Stein, Gertrude","Mills, Carley"
"Stein, Gertrude","Minot, John Clair"
"Stein, Gertrude","Miró, Joan"
"Stein, Gertrude","Mirrlees, Helen Hope; Mirrlees, Emily Lina"
"Stein, Gertrude","Mondadore, Alberto"
"Stein, Gertrude","Mongan, Agnes"
"Stein, Gertrude",(Re: Georgiana Goddard King)
"Stein, Gertrude","Monnier, Adrienne"
"Stein, Gertrude","Monnier, Jeanne"
"Stein, Gertrude","Moore, Anna"
"Stein, Gertrude","Moore, Douglas"
"Stein, Gertrude","Moore, Marianne"
"Stein, Gertrude","Moore, Samuel"
"Stein, Gertrude","Morand, Lydia; Morand, Gabriel"
"Stein, Gertrude","Morel-Stäheli, M."
"Stein, Gertrude","Morgan, Charles D."
"Stein, Gertrude","Morgan, Miriam"
"Stein, Gertrude","Morinni, C., de, Mrs."
"Stein, Gertrude","Morrell, Ottoline"
"Stein, Gertrude","Morris, George L. K."
"Stein, Gertrude","Morrison, Murray David"
"Stein, Gertrude","Morrisette, Bruce"
"Stein, Gertrude","Moses, Abram"
"Stein, Gertrude","Moses, Harry"
"Stein, Gertrude","Moses, Hortense; Moses, Jacob; Moses, Richard"
"Stein, Gertrude","Mowrer, Hadley"
"Stein, Gertrude","Mozley, Loren"
"Stein, Gertrude","Munet, Marie Madeleine; Munet, Paul"
"Stein, Gertrude","Munro, Hugh; Munro, Carmen; Munro, Morna; Munro, Evelyn"
"Stein, Gertrude","Münsterberg, Hugo"
"Stein, Gertrude","Murat, Canby"
"Stein, Gertrude","Murdock, Kenneth B."
"Stein, Gertrude","Murphy, Hub"
"Stein, Gertrude",Museum of Modern Art
"Stein, Gertrude","Nadelman, Elie; Nadelman, Viola"
"Stein, Gertrude","Narna, Jan"
"Stein, Gertrude",National Lecture Bureau
"Stein, Gertrude","Navarro, Philip de"
"Stein, Gertrude","Nazelle, L."
"Stein, Gertrude","Neagoë, Peter"
"Stein, Gertrude",Negro Digest
"Stein, Gertrude","Nevinson, Christopher Richard Wynne"
"Stein, Gertrude",The New Republic
"Stein, Gertrude",New York Herald Tribune
"Stein, Gertrude",New York Public Library
"Stein, Gertrude","Nguyen, Trac"
"Stein, Gertrude","Nickerson, Margaret"
"Stein, Gertrude","Noailles, Vicomtesse de [Marie-Laure?]"
"Stein, Gertrude","Norledge, Louise M."
"Stein, Gertrude","Norman, Dorothy"
"Stein, Gertrude","Norton, Allen"
"Stein, Gertrude","O'Brien, Edward J."
"Stein, Gertrude","O'Donnell, George Marion"
"Stein, Gertrude","Oerley, W. A."
"Stein, Gertrude","Okie, William"
"Stein, Gertrude","Oliver, Mary"
"Stein, Gertrude","Olivier, Fernande Belvallé"
"Stein, Gertrude","O'Neil, Raymond"
"Stein, Gertrude","Onslow-Ford, Gordon"
"Stein, Gertrude","Oppenheimer, Adele"
"Stein, Gertrude","Oppenheimer, Ben Oppenheimer, Germania Oppenheimer, Inez Oppenheimer, Leo"
"Stein, Gertrude","Oury, Gabrielle"
"Stein, Gertrude","Pach, Walter"
"Stein, Gertrude",Pagany
"Stein, Gertrude","Palmer, Frank"
"Stein, Gertrude","Pandolfi, Vito"
"Stein, Gertrude","Parsons, Lewis"
"Stein, Gertrude",Partisan Review
"Stein, Gertrude","Patch, Alexander McCarrell"
"Stein, Gertrude","Patterson, John C."
"Stein, Gertrude","Paul, Elliot"
"Stein, Gertrude","Paul, Camille Haynes"
"Stein, Gertrude","Paulhan, Jean"
"Stein, Gertrude","Pavese, Cesare"
"Stein, Gertrude","Pearn, Pollinger, and Higham, Ltd."
"Stein, Gertrude","Pearson, Norman Holmes"
"Stein, Gertrude","Peck, Gene"
"Stein, Gertrude","Peckworth, Howard F."
"Stein, Gertrude","Pelissière, Nicole de"
"Stein, Gertrude","Penfold, Harold"
"Stein, Gertrude","Pernollet, J."
"Stein, Gertrude","Perrat, Renée"
"Stein, Gertrude","Perry, E. A."
"Stein, Gertrude",Philosophy Club of Radcliffe College
"Stein, Gertrude","Picabia, Francis; Picabia, Olga; Picabia, Gabrielle"
"Stein, Gertrude","Picasso, Eva Gouël (Marcelle Humbert)"
"Stein, Gertrude","Picasso, Olga"
"Stein, Gertrude","Picasso, Pablo"
"Stein, Gertrude","Picasso, Paul (Paulot)"
"Stein, Gertrude","Pierlot, Lucy, Baronne"
"Stein, Gertrude","Pollak, Francis"
"Stein, Gertrude","Pollak, Inez Cohen"
"Stein, Gertrude","Pollinger, Lawrence"
"Stein, Gertrude","Poncet, Luce Antonine"
"Stein, Gertrude","Pope-Hennessey, James"
"Stein, Gertrude","Potestat, Berthe; Potestat, Roger"
"Stein, Gertrude","Potter, Russell"
"Stein, Gertrude","Poule, Jeanne"
"Stein, Gertrude","Pound, Ezra"
"Stein, Gertrude","Poupet, Georges"
"Stein, Gertrude","Price, Miriam; Price, Joe"
"Stein, Gertrude","Prokosch, Frederick"
"Stein, Gertrude","Purrmann, Hans"
"Stein, Gertrude","Putz, E.; Putz, M. A.; Putz, François"
"Stein, Gertrude","Putzel, Edward L."
"Stein, Gertrude","Queensberry, Cathleen"
"Stein, Gertrude","Quesnoy, Pierre F."
"Stein, Gertrude","Quinn, Kerker"
"Stein, Gertrude",Radcliffe College
"Stein, Gertrude",Radcliffe College Library
"Stein, Gertrude","Raffel, Arther"
"Stein, Gertrude","Raffel, Dan; Raffel, Rose"
"Stein, Gertrude","Rago, Henry"
"Stein, Gertrude","Random House, Inc."
"Stein, Gertrude","Ranke, Hubert; Ranke, Seppel"
"Stein, Gertrude","Rascoe, Burton"
"Stein, Gertrude","Ray, Man"
"Stein, Gertrude","Reagan, Daniel"
"Stein, Gertrude",Red Cross
"Stein, Gertrude","Reed College [Portland, Oregon]"
"Stein, Gertrude","Rees, Garnet"
"Stein, Gertrude","Reeves, Harrison"
"Stein, Gertrude","Reulos, Pierre; Reulos, Remi"
"Stein, Gertrude","Revel, Pierre"
"Stein, Gertrude",La Revue Européenne
"Stein, Gertrude","Rey, E."
"Stein, Gertrude","Reynand, Lolo"
"Stein, Gertrude","Rhye, Brian"
"Stein, Gertrude","Riba-Rovira, Francesco"
"Stein, Gertrude","Richards, Grant"
"Stein, Gertrude","Richards, Janet"
"Stein, Gertrude","Richardson, Stanley"
"Stein, Gertrude","Richmond, Harvey H."
"Stein, Gertrude","Riding, Laura"
"Stein, Gertrude","Rinehart and Co., Inc."
"Stein, Gertrude","Rohan, Princesse Carlos de"
"Stein, Gertrude","Robeson, Eslanda; Robeson, Paul"
"Stein, Gertrude","Robinson, Muriel E."
"Stein, Gertrude","Roché, H. P. (Henri Pierre)"
"Stein, Gertrude","Rodker, John"
"Stein, Gertrude","Rogers, Mildred Weston"
"Stein, Gertrude","Rogers, W. G."
"Stein, Gertrude","Roire, Jean"
"Stein, Gertrude","Ronnebeck, Arnold"
"Stein, Gertrude","Ronquillo, Beatriz"
"Stein, Gertrude","Rood, John"
"Stein, Gertrude","Rootham, Helen"
"Stein, Gertrude","Roscher, Don"
"Stein, Gertrude","Rose, Francis, Sir"
"Stein, Gertrude","Rose, Frederica"
"Stein, Gertrude","Rosenberg, Léonce"
"Stein, Gertrude","Rosenfeld, Paul"
"Stein, Gertrude","Rosenshine, Albert"
"Stein, Gertrude","Rosenshine, Annette"
"Stein, Gertrude","Ross, Cary"
"Stein, Gertrude","Ross, Marvin C."
"Stein, Gertrude","Rosset, Georges"
"Stein, Gertrude","Rossney, James T."
"Stein, Gertrude","Rothenstein, John"
"Stein, Gertrude","[Rothermann?], William"
"Stein, Gertrude","Rothman, Philip"
"Stein, Gertrude","Rothschild, Grace Hecht"
"Stein, Gertrude","Roullier, Alice"
"Stein, Gertrude","Roux, Eugene; Roux, Marcel"
"Stein, Gertrude","Royce, Josiah"
"Stein, Gertrude","Rubin, Arthur"
"Stein, Gertrude","Russell, A."
"Stein, Gertrude","Russell, Morgan"
"Stein, Gertrude","Sabartès, Jaime"
"Stein, Gertrude","Sachy, Maurice"
"Stein, Gertrude","Sage, Robert"
"Stein, Gertrude","St. John, Clara Seymour"
"Stein, Gertrude","Saint-Pierre, Armand; Saint-Pierre, Jean"
"Stein, Gertrude","Salinger, Sylvia"
"Stein, Gertrude","Salmon, André"
"Stein, Gertrude","Salt, Sydney"
"Stein, Gertrude","Sanborn, Pitts"
"Stein, Gertrude","Santayana, George"
"Stein, Gertrude","Saroyan, William"
"Stein, Gertrude","Satie, Erik"
"Stein, Gertrude",Saturday Evening Post
"Stein, Gertrude",The Saturday Review of Literature
"Stein, Gertrude","Sawyer, Julian"
"Stein, Gertrude","Saÿen, Henry Lyman; Saÿen, Jeannette"
"Stein, Gertrude","Schaeffer, Emma Van Vechten"
"Stein, Gertrude","Schenck, Peter"
"Stein, Gertrude","Schiddel, Edmund"
"Stein, Gertrude","Schneider, Douglas"
"Stein, Gertrude","Schwab, Lisa; Schwab, Raymond; Schwab, Taney"
"Stein, Gertrude","Scott, Anthony"
"Stein, Gertrude","Scudder, Janet"
"Stein, Gertrude","Sears, William P., Jr."
"Stein, Gertrude","Sedgwick, Ellery"
"Stein, Gertrude","Seillière, Renée; Seillière, Wendel"
"Stein, Gertrude","Selby-Bigge, John; Selby-Bigge, Ruth"
"Stein, Gertrude","Seldes, Gilbert"
"Stein, Gertrude","Seligman, George"
"Stein, Gertrude","Sénéchary, Charlotte"
"Stein, Gertrude","Severance, Frank, Jr."
"Stein, Gertrude","Sevareid, Eric"
"Stein, Gertrude","Severini, Gino"
"Stein, Gertrude","Sexton, Henry"
"Stein, Gertrude","Shaw, Marguerite"
"Stein, Gertrude","Sidebotham, E."
"Stein, Gertrude","Sidgwick and Jackson, Ltd."
"Stein, Gertrude","Simonson, Lee"
"Stein, Gertrude","Simpson, Helen; Simpson, Kenneth; Simpson, William Kelly"
"Stein, Gertrude","Sitwell, Edith"
"Stein, Gertrude","Sitwell, Georgia"
"Stein, Gertrude","Sitwell, Osbert, Sir"
"Stein, Gertrude","Skrimanski, Stefan"
"Stein, Gertrude","Smith, Logan Pearsall"
"Stein, Gertrude","Snyder, Margaret Sterling"
"Stein, Gertrude","Solbert, O. N."
"Stein, Gertrude","[Soleing?], A. M."
"Stein, Gertrude","Solomons, Leon Mendez"
"Stein, Gertrude","Squires, Maud Hunt"
"Stein, Gertrude","Stagg, Hunter"
"Stein, Gertrude","Stallman, Robert"
